step,token_id,token_str,logprob,surprisal,entropy,margin,top5_ids,top5_tokens,top5_logprobs
61,369,Ġfor,-0.026242271065711975,0.026242271065711975,0.12019108235836029,0.9481980800628662,"[369, 13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġfor', '.', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[-0.026242297142744064, -3.653475761413574, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
62,904,Ġany,0.0,-0.0,-0.0,1.0,"[904, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġany', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
63,1879,Ġsign,-0.0302784014493227,0.0302784014493227,0.13413207232952118,0.9403507113456726,"[1879, 13310, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","['Ġsign', 'Ġhint', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[-0.030278414487838745, -3.5124199390411377, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
64,315,Ġof,0.0,-0.0,-0.0,1.0,"[315, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġof', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
65,12544,Ġtrouble,-0.21724526584148407,0.21724526584148407,0.6898515224456787,0.6747250556945801,"[12544, 279, 1077, 65858, 43775, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]","['Ġtrouble', 'Ġthe', 'Ġher', 'Ġdisturbance', 'Ġclues', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M']","[-0.21724528074264526, -2.040163278579712, -3.8072760105133057, -3.81099534034729, -3.8667986392974854, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
66,13,.,0.0,-0.0,-0.0,1.0,"[13, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48, 49]","['.', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q', 'R']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
67,362,ĠA,-1.5020029544830322,1.5020029544830322,1.3366234302520752,0.04265698790550232,"[1666, 6385, 362, 3161, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45]","['ĠAs', 'ĠHer', 'ĠA', 'ĠWith', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N']","[-1.077896237373352, -1.2118245363235474, -1.5020029544830322, -1.9707528352737427, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
68,26611,Ġskilled,-0.9544053673744202,0.9544053673744202,1.2865267992019653,0.020898044109344482,"[26611, 37048, 7491, 52614, 20333, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]","['Ġskilled', 'Ġrenowned', 'Ġmaster', 'Ġseasoned', 'Ġbrilliant', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M']","[-0.9544054269790649, -1.0102086067199707, -1.7468152046203613, -3.019136905670166, -3.5883336067199707, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
69,49581,Ġinvestigator,-1.3994174003601074,1.3994174003601074,0.5587259531021118,0.5065187215805054,"[584, 49581, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","['Ġwe', 'Ġinvestigator', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[-0.28334566950798035, -1.3994174003601074, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
70,449,Ġwith,0.0,-0.0,-0.0,1.0,"[449, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġwith', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
71,459,Ġan,-0.04901261627674103,0.04901261627674103,0.1920781284570694,0.9043382406234741,"[459, 71257, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47]","['Ġan', 'Ġunparalleled', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P']","[-0.04901261255145073, -3.0400843620300293, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
72,51552,Ġaffinity,-1.8918631076812744,1.8918631076812744,1.1491589546203613,0.44050294160842896,"[21482, 71257, 51552, 653, 42779, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44]","['Ġunc', 'Ġunparalleled', 'Ġaffinity', 'Ġun', 'Ġintuitive', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M']","[-0.5079347491264343, -1.8248980045318604, -1.8918631076812744, -2.8070414066314697, -3.655254602432251, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
73,369,Ġfor,0.0,-0.0,-0.0,1.0,"[369, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40, 41, 42, 43, 44, 45, 46, 47, 48]","['Ġfor', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I', 'J', 'K', 'L', 'M', 'N', 'O', 'P', 'Q']","[0.0, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
74,279,Ġthe,-0.5214300155639648,0.5214300155639648,1.3142930269241333,0.4020777940750122,"[279, 22581, 75073, 24632, 11204, 75277, 84709, 5403, 6453, 0, 1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14, 15, 16, 17, 18, 19, 20, 21, 22, 23, 24, 25, 26, 27, 28, 29, 30, 31, 32, 33, 34, 35, 36, 37, 38, 39, 40]","['Ġthe', 'Ġsolving', 'Ġunravel', 'Ġmagical', 'Ġmagic', 'Ġdecipher', 'Ġweaving', 'Ġreading', 'Ġdark', '!', '""', '#', '$', '%', '&', ""'"", '(', ')', '*', '+', ',', '-', '.', '/', '0', '1', '2', '3', '4', '5', '6', '7', '8', '9', ':', ';', '<', '=', '>', '?', '@', 'A', 'B', 'C', 'D', 'E', 'F', 'G', 'H', 'I']","[-0.5214299559593201, -1.6523808240890503, -2.400149345397949, -3.4827375411987305, -3.5627241134643555, -3.661309242248535, -4.130059242248535, -4.163542747497559, -4.8778276443481445, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379, -27.63102149963379]"
